Vision_Quality,Area,Gas_Quality,Humidity,Temperature,Shelf_Life_Days,Spoilage_Phase
92.47832358344832,393231.0,100.0,74.7,28.3,,3
94.67137723639124,368367.0,100.0,74.7,28.3,,3
87.43867430833082,283561.0,100.0,73.8,28.0,,3
91.43694575306068,358307.0,100.0,73.8,28.0,,3
90.172630697563,298930.0,100.0,73.8,28.0,,3
79.3515476767339,392126.0,100.0,73.8,28.0,,3
87.68355876914676,377260.0,100.0,73.8,28.0,,3
88.22654700904368,351190.0,100.0,73.8,28.0,,3
95.50627044780798,329358.0,100.0,73.8,28.0,,3
88.76896621552787,331508.0,100.0,73.8,28.0,,3
84.52403018054147,337633.0,100.0,73.8,28.0,,3
89.7770701730697,330850.0,100.0,73.8,28.0,11.3,3
98.04604900458817,314215.0,100.0,73.8,28.0,,3
86.50502684670913,332410.0,100.0,73.8,28.0,,3
99.57582307482986,357862.0,100.0,73.8,28.0,,3
96.25475631574908,290577.0,100.0,73.8,28.0,,3
90.13640212695407,385585.0,100.0,73.8,28.0,,3
88.6582719142034,392619.0,100.0,73.8,28.0,,3
83.86169239919703,406373.0,100.0,73.8,28.0,,3
100.0,335486.0,100.0,73.8,28.0,,3
84.43597982879382,408135.0,100.0,73.8,28.0,,3
100.0,329085.0,100.0,73.8,28.0,,3
84.63850546323314,338728.0,100.0,73.8,28.0,,3
77.24439591172579,313253.0,100.0,73.8,28.0,,3
79.96687386598346,319288.0,100.0,73.8,28.0,,3
87.72252090090575,359368.0,100.0,73.8,28.0,,3
100.0,310065.0,100.0,73.8,28.0,,3
95.87457918781267,341440.0,100.0,73.8,28.0,,3
87.60429032278054,376992.0,100.0,73.8,28.0,,3
79.01822382750161,365296.0,100.0,73.8,28.0,,3
89.33161766570444,369698.0,100.0,73.8,28.0,,3
90.31334915126254,448212.0,100.0,73.8,28.0,,3
82.89808012598947,328760.0,100.0,73.8,28.0,,3
83.01487578860188,327780.0,100.0,73.8,28.0,,3
82.90090298154786,397560.0,100.0,73.8,28.0,,3
99.36403398391884,327170.0,100.0,73.8,28.0,,3
81.34115541516617,368856.0,100.0,73.8,28.0,10.9,3
83.58221564575223,375317.0,100.0,73.8,28.0,,3
89.6233841668104,289370.0,100.0,73.8,28.0,,3
100.0,421835.0,100.0,73.8,28.0,,3
83.09769047612491,334491.0,100.0,73.8,28.0,,3
90.28692312579923,363378.0,100.0,73.8,28.0,,3
93.26835418138265,430408.0,100.0,73.8,28.0,,3
86.58442218004761,318068.0,100.0,73.8,28.0,,3
76.96544617588378,320762.0,100.0,73.8,28.0,,3
87.73498421700963,421782.0,100.0,73.8,28.0,,3
83.85910960771062,358951.0,100.0,73.8,28.0,,3
87.86861683141798,397535.0,100.0,73.8,28.0,11.2,3
100.0,328765.0,100.0,73.8,28.0,,3
84.08448445985422,391766.0,100.0,73.6,28.0,,3
93.45513191701049,423868.0,100.0,73.8,28.1,,3
92.67142548260772,335628.0,100.0,73.8,28.0,,3
92.72523864553847,394348.0,99.5,73.8,28.0,,3
94.56385744957892,370290.0,100.0,73.8,28.0,,3
96.53339751671324,396771.0,100.0,73.7,28.0,,3
99.05727192830022,375948.0,99.5,73.7,28.0,,3
86.66305535746517,355868.0,99.5,73.8,28.0,,3
97.65207173206686,317322.0,100.0,73.8,28.0,,3
90.94938647098321,334266.0,100.0,73.8,28.0,11.4,3
88.22995858347853,401138.0,100.0,73.7,28.0,,3
89.52879254415923,351857.0,100.0,73.8,28.0,,3
77.12115087216064,379850.0,100.0,73.7,28.0,,3
93.1638734491286,436530.0,100.0,73.8,28.0,,3
85.537774120376,358766.0,100.0,73.7,28.0,,3
89.99506946968604,413098.0,100.0,73.8,28.1,,3
87.23763574090438,361160.0,100.0,73.8,28.0,,3
92.86317207773232,357464.0,100.0,73.7,28.0,,3
84.42853108359577,357763.0,100.0,73.7,28.0,,3
96.58905399887817,308939.0,100.0,73.7,28.0,,3
89.06375739317501,321995.0,100.0,73.8,28.0,11.3,3
97.56037303139874,289072.0,100.0,73.8,28.0,,3
83.5286252218273,365088.0,99.0,73.8,28.0,,3
100.0,347369.0,100.0,73.8,28.1,,3
83.55840378645442,425246.0,100.0,73.8,28.1,,3
76.41588879667005,262047.0,100.0,73.8,28.0,,3
91.52011560042666,329917.0,100.0,73.8,28.0,,3
79.8301374629543,378334.0,99.0,73.8,28.0,,3
89.95040571016959,327436.0,99.5,73.7,28.0,,3
77.75756481063284,384898.0,100.0,73.7,28.0,,3
93.20160942366928,346032.0,100.0,73.8,28.0,,3
100.0,307196.0,100.0,73.7,28.0,,3
75.79579863260209,322323.0,100.0,73.7,28.0,,3
87.63531186915601,359733.0,100.0,73.7,28.0,11.2,3
86.07011153714936,364082.0,100.0,73.7,28.0,,3
77.98768460647645,407750.0,99.0,73.7,28.0,,3
87.34279057285946,394691.0,100.0,73.6,28.0,,3
90.74180277102164,368270.0,97.5,73.7,28.0,,3
92.55813824185763,367908.0,100.0,73.8,28.0,,3
93.14178207894035,403166.0,99.5,73.8,28.0,,3
89.57216935761176,378360.0,100.0,73.7,28.0,,3
87.28211444570219,407604.0,99.5,73.6,28.1,,3
82.58886158352584,422037.0,100.0,73.7,28.0,11.0,3
87.67873639484526,292768.0,100.0,73.7,28.0,,3
89.02483531928631,322757.0,99.5,73.7,28.0,,3
94.7251483919098,323895.0,99.5,73.7,28.0,,3
84.43053253428177,274418.0,100.0,73.7,28.0,,3
84.38154944600738,253044.0,88.0,73.7,28.0,,2
75.32877741211422,380416.0,96.0,73.8,28.0,,3
94.28640126920666,367018.0,99.5,73.7,28.0,,3
80.2641908549663,348091.0,100.0,73.7,28.0,,3
87.97117968727545,303665.0,100.0,73.8,28.0,,3
100.0,385094.0,100.0,73.7,28.0,,3
